223	213	8	10.46
923	132	5	6.98
118	180	50	20.82
248	175	11	23.29
1128	192	3	7.79
463	95	43	8.89
115	1519	6	8.74
700	198	6	17.99
223	144	15	10.42
1065	168	4	9.26
106	750	22	10.98
136	2306	3	6.78
301	866	3	9.99
357	253	4	7.19
8	613	5	8.26
734	634	6	37.05
115	1467	8	11.03
2335	229	3	14.96
128	1548	5	8.43
2240	121	5	10.23
2539	165	4	16.2
1201	116	7	10.02
201	143	14	6.7
444	165	8	14.02
664	909	3	14.57
683	163	6	12.03
94	185	181	9.27
640	209	6	17.83
107	563	24	7.47
119	950	9	13.2
417	338	3	7.28
269	218	5	7.66
1309	218	4	16
111	2996	6	8.58
417	265	4	9.2
510	625	3	11.65
119	1084	8	10.61
102	1409	15	9.84
590	614	3	12.18
778	308	4	15.19
172	275	10	17.81
264	639	3	7.66
2937	110	5	7.69
533	138	10	19.6
247	1151	6	33.04
110	923	13	6.69
311	189	7	13.07
1475	172	3	8.32
1829	149	3	6.65
190	5334	3	19.24
157	1022	4	10.51
438	326	3	7.91
484	425	3	10.34
238	387	4	8.91
160	1422	3	7.07
1251	262	3	11.51
1542	408	3	16.84
1076	386	3	13.25
265	421	4	8.72
876	228	5	20.14
288	679	3	8.74
966	350	3	12.97
125	4549	3	8.97
271	321	4	7.46
988	212	3	7.13
2345	126	8	36.16
163	131	46	62.71
3265	126	3	6.87
5370	106	4	7.37
695	733	3	14.52
131	575	19	66.46
122	3318	3	7.63
2040	110	8	7.32
179	164	18	16.24
600	184	4	7.25
127	176	34	16.52
914	136	7	14.66
284	189	12	30.45
834	106	21	9.9
779	122	10	10.78
310	101	76	23.58
127	120	99	8.66
1718	115	6	7.03
181	1173	3	7.27
356	361	5	14.28
104	2047	10	9.14
162	1631	3	6.76
145	432	13	32.16
257	228	6	11.05
155	261	15	23.68
193	985	3	6.96
9	2541	3	12.07
236	4273	3	19.93
131	1214	7	18.52
117	1970	7	13.37
3294	126	3	6.87
4792	133	3	13.42
676	103	25	6.68
108	126	300	22.38
4405	106	5	9.22
1100	201	3	7.58
420	863	3	11.76
163	1543	4	11.39
142	214	26	32.97
3226	167	3	13.48
788	199	3	6.86
551	94	41	7.41
108	174	114	26.01
621	182	4	7.97
209	640	6	17.83
283	980	3	9.92
1083	2	3	17.46
289	651	3	7.93
105	1237	17	10.88
1714	429	4	24.06
185	1357	3	7.5
388	253	4	7.4
251	311	6	13.94
2106	251	3	13.68
1063	269	4	16.68
251	254	7	16.66
314	346	3	6.64
1068	730	4	24.21
1321	837	3	19.61
149	180	16	6.85
2791	161	3	10.56
218	175	15	34.6
191	1926	3	10.61
2718	1517	3	32.22
697	113	11	7.01
388	204	6	11.76
214	104	93	22.22
652	741	3	16.94
626	125	8	7.38
118	1550	7	9.35
101	2372	10	8.4
115	155	61	10.74
192	1319	3	8.37
112	363	21	9.41
959	414	4	19.86
194	296	13	32.74
102	316	53	13.99
2134	109	8	7.48
4363	102	5	7.38
111	3760	3	8.2
272	476	4	10.09
1599	215	3	10.47
2241	150	3	8.14
303	109	53	39.73
1142	143	4	8.08
784	579	3	13.04
1170	185	3	6.93
1976	127	5	10.05
3061	130	3	7.66
95	2052	9	8.51
129	702	8	11.67
139	1055	6	11.4
1714	279	3	13.43
106	1612	12	8.19
263	599	3	7.27
115	397	19	12.47
548	1068	3	15.9
998	290	6	30.53
8	1701	3	8.9
175	236	7	6.84
741	532	4	20.43
101	2330	11	9.24
314	13	10	20.67
193	2457	6	37.89
1265	192	3	8.37
3606	107	6	12.81
2517	492	3	20.7
769	572	3	13.37
1053	109	14	16.6
124	1578	7	12.93
95	1969	13	12.3
261	64	22	9.95
228	155	12	13.07
109	2408	8	11.41
676	2776	4	33.14
1080	1281	3	19.75
174	1011	6	18.34
147	2081	3	9.53
64	2192	4	7.78
1340	422	3	15.97
234	1270	3	10.2
647	424	4	15.8
3085	842	3	25.51
105	3732	5	7.76
112	6274	3	10.61
1320	116	6	9.24
903	180	4	8.96
119	1971	5	6.72
3370	109	5	7.81
148	780	5	7.2
108	2645	7	7.32
688	873	6	43.42
112	121	301	116.13
3509	102	6	8.86
6465	719	3	37.76
1533	102	14	8.73
313	968	3	11.06
112	177	81	49.19
1605	118	6	6.95
106	5527	4	7.37
1931	145	3	7.31
3325	202	3	14.97
3116	145	4	18.27
104	1792	11	8.24
277	779	3	8.43
3381	142	3	9.36
636	504	4	19.03
466	216	17	84.64
109	774	17	10.35
106	3458	7	12.91
462	264	6	20.14
558	989	3	15.74
145	284	32	110.99
143	668	6	9.01
195	2607	3	13.78
63	250	18	7.78
184	268	8	10.43
120	1329	12	31.37
290	233	5	8.43
172	1343	4	12.05
198	105	93	7.17
2628	103	8	11.69
1638	112	8	9.12
1665	129	4	7.48
283	726	3	8.21
232	126	28	30.81
4660	1108	3	30.14
714	160	7	20.11
16	575	7	30.11
5473	110	4	9.93
238	1525	3	11.81
7176	119	3	13.32
1539	135	4	7.22
4655	105	5	7.76
2985	117	6	17.05
1924	108	9	6.8
108	370	35	10.36
168	2813	4	20.52
163	7388	3	21.53
760	368	3	11.17
160	404	6	7.38
108	421	32	9.02
1304	701	3	17.22
15	5690	3	22.83
111	1273	11	7.84
276	426	3	7.09
181	297	7	9.07
648	2011	3	21.31
449	371	3	7.39
104	1085	20	18.3
120	459	11	6.85
199	1659	3	9.86
103	3136	5	7.3
116	228	22	13.01
580	717	5	29.89
2551	103	8	6.72
1409	138	4	7.28
116	186	31	20.57
341	860	3	11.82
857	477	3	12.84
955	110	15	10.44
543	160	5	7.49
287	133	12	9.43
181	101	159	8.73
155	1227	4	9.42
6766	110	3	7.45
2267	101	11	9.24
1236	108	10	8.27
188	352	7	11.46
414	331	3	6.68
526	430	5	20.71
342	317	5	13.52
117	1033	10	12.73
111	387	23	6.96
102	3951	6	8.86
297	413	4	9.73
131	321	13	17.56
4891	108	4	8.69
16	1214	3	11.52
105	63	524	6.71
1921	195	3	11.01
2701	152	3	9.06
182	895	4	9.96
163	523	5	6.74
1076	189	6	23.72
271	575	7	29.5
171	167	14	12.59
5440	110	4	9.93
142	1153	5	8.92
209	1780	3	10.74
861	116	8	8.3
110	2443	7	7.22
564	95	36	7.96
139	1763	6	18.31
1262	104	13	8.87
124	144	81	35.46
176	130	22	7.94
746	125	8	8.89
694	102	28	15.45
202	111	76	28.02
172	2672	3	12.02
139	1823	4	8.64
149	1192	5	11.9
1194	127	6	8.54
95	702	33	19.83
357	401	7	27.77
467	365	3	7.97
95	627	35	12.76
873	1084	3	19.7
118	360	17	8.02
202	236	7	7.52
494	206	6	15.91
240	116	21	11.16
107	150	175	27.94
2291	1598	3	26.36
1103	109	14	9.25
164	1571	3	6.77
141	121	77	32.86
494	153	6	7.34
1040	130	5	7.37
2433	102	9	8.09
3036	104	7	7.52
137	4679	3	12.34
577	102	29	6.77
141	177	20	11.28
2635	163	3	10.41
1045	496	3	15.4
186	647	4	8.94
192	234	8	10.46
5503	1377	3	34.73
4115	2862	3	37.36
234	394	4	7.22
117	2158	5	6.75
3016	1014	4	37.89
269	422	4	9.71
1955	2799	3	30.33
1377	2503	3	28.65
1700	281	5	28.8
94	433	55	9.11
634	200	4	9.6
3429	109	5	7.81
173	181	13	9.43
4957	104	4	7.14
151	555	6	7.24
131	751	21	88.62
117	522	13	9.36
119	3058	7	25.3
846	342	4	17.25
183	1229	3	7.04
107	2604	8	11.64
838	462	5	25.94
423	251	4	7.62
6946	7508	3	54.67
117	372	16	6.83
172	884	4	8.75
2400	175	3	13.59
1322	107	14	10.51
109	1605	10	7.95
3722	116	4	14.72
110	95	2106	198.26
162	114	70	18.16
134	3087	3	8.03
989	102	19	6.87
13	3114	3	15.23
145	1883	3	7.31
403	155	12	25.27
3595	64	3	9.2
110	170	97	23.87
136	267	11	9.16
655	274	3	8.11
109	1453	11	11.09
103	3857	5	7.3
120	1018	8	8.86
162	225	10	7.22
296	258	5	8.73
483	379	3	8.92
161	1411	5	14.9
525	272	3	6.95
172	1086	3	7.96
231	1666	3	11.99
127	1639	4	10.44
3933	642	3	25.55
1422	987	3	21.75
540	248	3	7.27
180	1436	3	7.71
119	277	23	13.31
174	1336	3	6.88
1129	178	3	6.88
394	131	8	7.19
761	765	3	17.35
318	158	8	8.41
158	1175	5	13.65
147	106	185	14.88
4582	162	3	14.44
2249	3374	3	32.22
107	763	20	10.48
119	135	82	14.68
307	635	3	8.96
134	237	16	12.94
110	5016	4	9.93
211	1024	3	8.9
642	3933	3	25.55
211	1098	4	14.24
274	406	5	12.86
416	217	5	9.16
13	314	10	20.67
95	328	63	10.07
134	112	124	22.3
200	124	25	7.28
1565	169	3	7.29
428	944	3	12.38
3330	124	4	11.65
95	129	485	172.25
129	1593	4	6.95
229	733	4	12.14
2607	195	3	13.78
724	110	19	9.86
5471	119	3	9.05
373	133	11	15.71
273	1137	3	10.19
1011	106	19	11.86
95	199	135	22.27
2498	101	10	8.4
3581	151	3	11.73
5579	124	3	9.87
285	203	6	7.5
114	162	70	18.16
497	136	8	10.87
819	813	3	16.66
102	960	25	25.3
3085	138	3	8.69
189	832	4	10.72
1467	201	3	8.75
813	151	7	16.38
194	849	4	9.65
180	122	44	21.17
164	736	7	18.44
1157	1581	3	22.18
102	908	22	13.13
148	135	35	12.53
671	284	3	8.35
167	1615	3	8.38
148	326	8	7.27
168	1092	5	13.78
122	435	15	12.77
148	277	17	28.53
319	226	6	11.84
272	608	3	7.22
103	112	986	75.65
340	195	6	9.48
3217	119	4	8.89
139	493	9	11.83
195	147	18	14.12
1115	147	4	8.32
113	516	27	51.58
868	140	13	45.41
103	160	160	16.26
106	1101	23	35.17
482	101	41	7.98
968	115	10	11.01
9	573	6	12.43
196	5953	3	24.32
554	284	3	7.9
103	237	82	20.1
101	2780	8	6.72
195	257	8	12.43
370	646	3	9.71
113	440	32	52.79
343	611	4	14.6
107	5289	4	8.54
128	2144	4	7.73
780	263	3	8.38
1120	181	4	11.98
1031	95	22	8.33
230	113	38	19.11
312	1557	3	13.24
780	137	8	16.57
7433	121	3	13.82
1299	645	3	17.73
814	251	3	8.07
101	347	59	8.21
139	2841	3	9.14
109	332	39	16.75
442	369	3	7.62
3443	272	4	27.42
101	407	54	11.35
545	1439	5	37.68
241	107	56	7.32
109	141	143	10.63
143	95	285	23.06
113	4723	3	11.63
410	64	12	7.67
2918	118	5	11.5
1018	102	20	11.03
2260	204	4	18.93
1101	183	5	15.48
146	3444	3	10.29
210	806	3	7.74
436	155	6	7.35
181	1870	3	9.08
64	302	17	9.42
749	1281	3	17.39
114	4797	4	15.63
1709	294	3	14.7
702	322	3	8.96
111	2088	8	10.74
178	395	8	16.55
1527	116	5	7.15
2103	107	8	6.71
2476	143	3	8.55
278	1154	3	11.63
294	769	3	9.62
141	5447	4	25.83
289	153	12	15.84
160	741	9	30.09
183	125	26	6.88
246	102	81	24.4
631	137	10	21.76
102	4507	5	7.38
144	128	57	25.79
7227	109	3	7.53
486	294	5	16.77
143	417	10	15.97
415	254	4	9.94
101	304	68	7.46
354	346	3	7.04
101	107	2455	74.55
130	1569	5	10.83
864	193	5	15.49
104	1600	14	15.04
106	3716	6	11.06
267	95	74	13
476	732	3	13.48
155	815	4	6.95
2501	144	3	7.18
109	584	27	24.59
224	1107	3	9.09
227	162	11	8.36
5551	106	4	7.37
1035	103	18	8.79
168	772	4	7.38
748	101	29	10.89
227	106	81	21.08
633	108	24	11.5
158	94	277	35.35
1485	174	3	7.19
1859	297	3	14.35
6287	2601	3	44.08
142	4595	5	30.93
249	1276	5	22.71
158	298	9	11.46
804	228	3	7.58
400	1356	3	14.6
102	655	25	6.91
831	250	3	9.92
158	241	14	18.6
4266	120	3	7.4
245	112	29	7.05
129	521	7	7.96
113	138	232	386.44
140	1604	4	8.75
1177	103	16	6.9
202	1831	3	10.22
386	189	6	11.25
139	103	287	30.56
2145	124	5	8.71
245	160	9	9.11
379	1561	3	15.59
103	556	35	18.43
175	1063	3	6.91
135	706	9	17.83
1408	248	3	13.24
308	219	6	13.51
664	400	3	10.07
950	454	3	14.06
249	384	4	7.39
888	112	11	7.76
102	1921	11	10.66
1032	138	5	8.15
364	136	9	8.18
125	171	41	29.88
5466	122	3	9.66
1059	119	9	10.98
349	1832	4	25.12
111	2488	7	8.68
180	1130	4	10.18
102	1981	13	19.2
2270	115	5	7.12
125	94	705	63.63
599	1173	5	34.33
1603	233	3	11.52
