6038	1
6071	2
8719	3
372	4
9084	5
3335	6
5656	7
4913	8
9370	9
5328	10
5169	11
7492	12
4837	13
6553	14
9485	15
8965	16
9830	17
4411	18
8356	19
1730	20
38	21
5794	22
3379	23
2487	24
7809	25
7637	26
8046	27
3179	28
2871	29
7543	30
9173	31
336	32
7540	33
1869	34
4731	35
7258	36
5170	37
165	38
5081	39
9102	40
7744	41
4259	42
6360	43
1382	44
7843	45
294	46
1225	47
8587	48
7974	49
4982	50
9547	51
7922	52
45	53
6096	54
6025	55
7328	56
9520	57
5791	58
7466	59
814	60
6030	61
2742	62
7706	63
5139	64
6214	65
5709	66
981	67
7825	68
8363	69
1120	70
5859	71
2151	72
5866	73
1872	74
3630	75
8140	76
953	77
7083	78
8339	79
5082	80
5117	81
1731	82
4799	83
5203	84
9834	85
3943	86
3228	87
66	88
563	89
5079	90
1543	91
3612	92
484	93
6999	94
1779	95
9649	96
3599	97
2339	98
8959	99
8732	100
1023	101
6455	102
3095	103
3248	104
4143	105
8893	106
1973	107
8338	108
2448	109
4448	110
3723	111
9680	112
813	113
8904	114
2978	115
639	116
3893	117
6100	118
1469	119
4952	120
7316	121
857	122
9534	123
8635	124
162	125
8574	126
8948	127
1465	128
7498	129
6004	130
8005	131
5953	132
2164	133
7925	134
4066	135
3007	136
5680	137
2798	138
6507	139
8947	140
6130	141
1833	142
7407	143
9623	144
7893	145
6813	146
973	147
8445	148
4173	149
298	150
2837	151
8950	152
4341	153
4811	154
7157	155
9148	156
8788	157
641	158
4296	159
2503	160
1981	161
2507	162
9277	163
1348	164
7109	165
2154	166
8127	167
2727	168
8624	169
8697	170
724	171
3156	172
4123	173
4688	174
2744	175
8791	176
7426	177
5586	178
9709	179
9176	180
8614	181
5815	182
153	183
7894	184
113	185
7055	186
1426	187
9404	188
7002	189
9446	190
2	191
2558	192
9428	193
8895	194
6551	195
8696	196
7190	197
2546	198
9769	199
929	200
7973	201
4432	202
406	203
5746	204
3640	205
8728	206
6497	207
1100	208
1128	209
1758	210
788	211
9719	212
1674	213
4628	214
2011	215
3132	216
330	217
6592	218
7772	219
7394	220
5761	221
1775	222
2818	223
2962	224
978	225
7605	226
8475	227
3302	228
8249	229
5750	230
614	231
5224	232
931	233
7350	234
6466	235
3028	236
3804	237
1312	238
2555	239
3641	240
2676	241
9609	242
161	243
6260	244
3567	245
6672	246
1180	247
4089	248
8606	249
1400	250
9318	251
9638	252
3849	253
1	254
3120	255
3352	256
1715	257
9252	258
20	259
9815	260
6354	261
5472	262
3207	263
6181	264
3112	265
1899	266
9872	267
1597	268
1706	269
256	270
2372	271
9152	272
5758	273
8130	274
286	275
6451	276
280	277
100	278
2167	279
805	280
2196	281
2514	282
5763	283
6476	284
3783	285
7847	286
1895	287
779	288
6177	289
1513	290
9524	291
3592	292
7081	293
2111	294
1807	295
9416	296
9783	297
9753	298
3409	299
1059	300
2708	301
166	302
3843	303
3605	304
78	305
4757	306
6052	307
4945	308
1677	309
4272	310
25	311
1931	312
9239	313
2734	314
1474	315
3010	316
4966	317
4160	318
352	319
976	320
5176	321
4746	322
7525	323
3851	324
1040	325
8862	326
786	327
6594	328
960	329
2522	330
1587	331
7880	332
8923	333
2867	334
1945	335
5837	336
2268	337
4863	338
9013	339
7697	340
7244	341
1701	342
5812	343
8926	344
881	345
7587	346
2105	347
3124	348
6298	349
3369	350
6325	351
2157	352
2853	353
171	354
6895	355
8413	356
4941	357
8562	358
155	359
8075	360
152	361
18	362
743	363
6919	364
7716	365
4570	366
1488	367
8341	368
3935	369
8302	370
344	371
1989	372
6449	373
9328	374
3791	375
4955	376
8885	377
7299	378
7742	379
607	380
9639	381
6250	382
5912	383
267	384
719	385
7443	386
9785	387
7171	388
9068	389
8914	390
3375	391
1327	392
6274	393
1062	394
2501	395
2877	396
3092	397
8349	398
3566	399
5991	400
767	401
4754	402
4756	403
