6783	5946	24
110	4734	11
17636	7190	5
64	3794	4
3425	2734	9
4148	1232	37
123	2981	43
4955	7778	2
105	1526	65
104	5955	29
1646	3498	8
111	3061	7
94	5500	47
1927	1784	10
13480	6061	13
66	6681	29
2271	3717	37
2885	2967	4
11821	4830	15
6428	2439	19
102	5086	52
8261	7619	6
2012	4217	54
66	5303	12
774	9976	33
25703	4547	16
110	3167	3
2905	4735	21
122	1787	8
115	4069	8
980	9922	7
112	2171	17
109	128	58
95	4677	12
112	4021	19
120	4053	1
2982	6129	10
21087	985	9
106	1306	31
8462	1028	0
1222	4229	4
106	4062	6
105	4654	25
581	9398	13
94	5215	70
268	869	4
102	5167	27
4816	5088	9
94	9245	34
105	6827	22
214	2176	6
110	3289	21
106	8475	4
95	8996	1
109	4310	3
2693	4586	9
101	1358	16
94	2776	32
94	6996	40
15814	2328	59
7272	6940	0
19642	8988	1
95	271	16
5794	292	18
134	6813	7
109	1236	11
101	2564	9
104	4591	1
104	6862	4
95	8136	21
120	5631	14
108	2143	10
94	9956	27
94	1679	8
1141	9433	9
1050	4928	24
1928	1944	7
10138	9807	19
125	4196	65
107	6172	2
106	1380	69
2342	1562	23
101	4143	18
2418	1544	3
3621	3523	7
105	5598	34
107	3225	8
16734	5964	0
1497	9270	7
1001	62	6
7728	9529	13
11619	1974	19
17633	753	6
9306	312	5
95	1954	24
105	2529	10
95	6948	11
102	9718	57
106	4666	11
101	5821	55
63	6632	12
102	5087	32
111	4861	20
28056	6611	1
102	8485	10
5293	4277	9
121	2623	7
102	1893	7
10567	3192	2
104	4904	1
217	6561	16
101	5003	24
113	6249	22
105	6700	20
16829	8453	1
102	4557	1
1344	9522	4
102	1935	11
109	8377	10
1836	9892	72
22895	4492	0
28171	5435	3
102	2693	16
10899	6991	1
102	8339	33
95	4782	20
120	5048	10
94	1798	14
119	5349	24
103	8719	10
102	9637	14
94	7862	50
5839	4067	12
101	4384	2
2179	1697	1
65	5773	10
101	1671	20
111	8625	21
3847	6792	4
130	1415	11
1681	5961	3
115	8238	14
155	8354	35
155	3110	55
482	7083	20
102	3217	35
95	5606	0
95	9217	27
2618	3964	35
94	6883	23
3524	3743	1
95	9700	7
64	7572	25
578	6263	10
1916	9025	10
105	3422	35
111	4082	1
297	3891	19
109	433	19
192	1517	21
28493	3145	8
1331	1002	41
12	5671	48
107	511	9
204	4656	4
2501	5339	0
1047	8141	2
95	9166	13
110	4277	10
95	7971	13
102	8689	63
95	1422	0
115	5313	3
109	6904	22
744	7837	13
102	6763	6
312	5391	53
113	7727	6
102	9862	6
140	8706	21
247	8371	36
5688	1406	44
9362	3284	6
103	327	17
6507	5111	9
125	3761	4
23318	8656	56
1344	7072	43
103	2947	8
111	6677	21
7956	596	18
101	8256	27
102	1353	31
11936	8989	7
95	7643	32
101	9835	5
94	3450	56
313	8508	17
128	8156	51
412	3695	2
102	1934	31
5906	5030	11
102	3402	6
11131	7484	16
23173	525	22
94	2833	69
8299	6939	25
108	9398	16
112	1435	6
189	3734	24
152	4671	8
259	2366	5
104	4482	15
102	6316	6
113	6950	4
17244	5061	5
20987	2508	6
115	6115	31
4485	8195	14
1455	5075	16
103	4520	19
108	2966	14
24342	6674	5
101	1417	94
590	6654	20
105	2812	20
6528	5164	9
362	1321	42
108	1386	19
26104	3283	21
18642	247	0
417	8261	20
2625	37	8
6756	5722	4
2713	3406	41
422	8551	23
1070	9867	22
5632	1736	40
7288	2438	17
120	1549	18
120	2024	14
11826	9626	3
2112	9397	28
101	8340	1
104	4560	3
109	2529	18
1485	6363	31
339	9039	46
66	489	12
24432	6823	28
7866	89	3
14017	731	2
835	4421	20
109	9799	26
401	6444	7
109	3153	43
63	7256	26
95	1081	16
1304	3259	29
935	9588	10
103	8922	4
104	8369	14
1798	1191	4
24048	6316	4
105	9222	59
94	7779	60
102	8894	2
264	8981	14
18784	9682	1
188	9031	12
1398	4628	60
454	6696	12
95	6939	9
104	7397	53
103	4476	9
127	275	5
107	4997	7
101	2328	3
2181	342	26
102	3487	8
22796	5889	2
27594	7868	10
4005	9104	13
1804	6062	2
323	9266	4
147	4025	0
101	1974	18
14728	1196	1
110	5173	33
129	8403	16
95	1948	14
150	2218	8
115	5843	13
107	5974	52
249	4721	3
109	9849	35
16996	1280	29
9672	8317	7
122	8194	17
131	6004	0
64	35	12
126	3584	12
102	2013	7
162	2199	1
95	2317	50
127	3231	8
168	7580	2
168	6738	0
2396	5731	3
95	1791	4
105	6448	30
103	3224	4
141	5503	24
5147	2923	0
15317	7664	2
107	3105	8
1409	8897	34
24194	5628	3
857	6272	24
101	7094	23
4443	6803	32
566	1035	11
12364	498	2
94	546	78
102	5621	5
634	8995	28
105	8177	12
108	4482	23
1345	8736	0
117	6396	5
9400	8478	39
4791	4369	22
172	4525	20
115	2617	4
106	996	15
109	3873	20
678	4424	2
111	354	6
15637	7618	1
26527	1948	6
16	2857	29
738	9841	8
95	639	0
103	4944	17
94	1982	14
101	7786	52
913	8887	35
302	6272	56
2453	3488	7
101	2509	34
121	3491	9
107	7907	6
16572	3449	0
183	9733	32
109	7404	10
3434	9157	0
64	201	0
104	3609	2
642	7868	4
116	5239	4
107	8492	26
102	9136	6
102	5042	1
10447	6717	30
6734	1942	37
132	2591	19
11415	8670	1
8233	6361	3
6796	7860	2
5296	3188	39
17677	5546	5
7230	7036	6
146	1623	25
27211	4193	34
213	1361	1
94	5812	16
95	8850	5
95	3606	17
27145	9198	8
119	1367	6
312	5391	26
63	2043	19
95	5307	28
3239	7170	32
138	8897	6
16520	3463	8
102	1044	3
102	4694	9
3638	1922	60
1120	6655	6
104	2833	20
26052	7922	0
105	4805	46
105	2356	4
3549	2066	11
13715	305	5
95	185	20
108	8418	14
1524	5087	33
5647	5761	24
111	185	35
1673	9519	5
559	6043	37
1156	1883	9
108	1286	9
212	7640	8
8550	4926	4
189	930	21
3129	7862	11
1027	3822	40
94	1534	12
7091	5707	1
95	2846	7
212	5104	15
95	5757	8
110	675	30
108	2763	18
21480	3016	0
203	9154	1
121	6561	1
405	4454	11
102	3670	12
106	1170	34
113	2282	33
122	8425	9
11120	9470	2
460	4401	28
1017	7491	19
1974	4095	3
102	3570	6
155	3687	14
104	7793	2
130	6976	33
383	5032	31
182	8537	17
105	3425	33
1193	2846	3
995	8274	2
113	8180	12
13027	524	3
291	3350	18
729	3187	34
2138	5673	12
4793	8451	30
125	7588	1
94	6714	24
112	5548	31
64	1881	32
120	5580	13
14098	9526	4
2960	3733	37
129	4543	8
2852	7072	30
651	6983	25
104	4572	2
95	3370	76
493	9575	1
11384	8585	0
137	7546	36
1063	1232	25
94	8117	12
1228	9212	29
780	9752	47
1403	4414	2
142	931	32
1917	626	12
1145	5521	37
175	2032	53
295	778	8
122	9890	12
806	2795	11
105	5909	12
212	440	22
8135	1123	4
102	5951	16
246	2769	4
2151	4632	24
8774	1939	22
102	4337	18
381	3236	7
1844	3071	2
104	8180	5
124	1957	6
2071	999	38
103	1071	51
164	6000	1
4541	4726	40
110	4943	13
103	3037	5
95	1652	7
95	2715	0
94	3590	41
104	6001	10
111	7086	4
11034	1612	7
107	8238	31
107	6888	1
305	9688	1
8929	9193	20
12	806	6
5407	1037	13
102	380	14
102	8471	29
1862	9820	21
1612	3153	7
110	7513	51
104	5332	20
106	1455	10
9962	1888	5
4811	7484	18
148	6090	10
27663	8959	46
16069	3997	7
1694	6958	4
390	823	0
422	1609	5
444	5651	0
478	1698	11
13269	672	11
711	3096	21
102	8883	23
437	3393	4
109	7178	7
107	4842	12
144	8048	31
136	76	7
104	5202	2
20283	6542	9
26109	6170	3
95	4885	5
4047	5617	9
103	3797	19
197	9302	2
108	4800	16
23980	6019	16
610	1654	1
77	4709	4
116	3197	18
2546	8070	41
3851	2031	71
390	596	10
5895	7954	1
167	5845	0
106	770	2
94	4061	12
126	27	39
107	4516	10
104	3156	21
11492	8346	32
1801	8389	3
118	9209	26
107	7008	19
104	7155	3
354	5228	4
95	7034	6
119	3416	30
1543	974	3
6217	1381	15
141	9627	18
347	6844	6
6812	9780	12
143	6812	2
361	311	28
105	5340	8
2046	6869	4
317	5464	7
1446	8934	55
2022	9069	22
104	762	4
1803	3087	13
485	3050	53
716	441	11
344	1256	36
136	6999	33
2416	2987	52
1345	6990	21
2328	1878	16
712	7580	1
95	3740	6
12233	646	2
136	8244	64
63	4403	14
63	7934	21
94	4017	22
106	6595	21
328	9612	13
1135	9427	11
18962	7170	2
110	2284	4
120	8236	16
120	71	3
95	7639	14
25752	7710	3
102	3805	15
6710	9131	21
24955	7862	13
108	4529	59
159	225	5
624	2835	24
63	4176	4
105	9753	15
1924	9668	0
2828	4219	17
150	1799	8
20135	8462	26
27228	2464	35
111	9397	45
105	3254	5
103	5140	4
120	518	21
19204	393	15
109	6733	3
273	8480	17
103	499	16
105	9305	13
274	8517	3
595	3967	8
110	972	21
132	307	3
110	5227	3
150	6593	25
24577	2421	11
109	2433	9
182	9308	18
64	6318	24
4168	7111	26
94	515	34
109	9440	1
2515	6448	20
108	7519	40
1643	5912	1
312	9472	8
95	6588	18
357	6170	0
2398	1573	2
15162	9319	15
103	9714	11
108	6249	7
131	2678	0
1877	9708	16
140	9592	22
1415	2311	15
546	397	29
796	731	0
3950	7294	28
11389	7145	27
139	3754	23
4535	4435	12
131	8634	0
104	9566	1
3274	3565	10
124	6048	8
131	7511	0
107	9256	13
101	9240	4
5626	3554	35
106	3399	11
143	916	17
8745	8587	8
9864	8609	4
107	932	26
102	7061	11
101	9265	2
103	9700	32
1842	6298	3
467	6845	26
601	8774	6
120	8899	2
110	3046	10
10118	4362	0
101	5487	34
119	1525	3
2930	5136	17
19704	1243	2
9737	6608	48
23574	6366	25
114	5467	8
102	8191	3
2791	3208	11
2192	9388	8
1701	5009	16
22285	3870	3
306	235	41
111	4788	38
176	5574	0
345	276	9
1103	4179	5
11922	9909	0
131	2028	38
248	1454	34
136	2857	10
101	6591	8
2597	7532	16
678	5221	19
118	2652	30
5547	9807	5
102	7480	3
104	1434	2
124	6661	3
107	4182	41
16692	4566	0
133	6443	20
13139	1165	6
816	9293	2
105	5052	14
94	7701	12
95	7194	0
317	9716	4
94	4858	11
1972	6480	2
800	2757	2
252	3377	15
10260	4454	19
116	7248	14
1973	2844	6
12437	9010	28
644	6461	0
723	5936	2
212	8436	7
2210	3555	1
110	3247	10
95	3635	22
95	9593	0
627	4432	12
813	9052	6
7546	8608	1
114	4179	30
102	447	4
95	3722	45
64	4099	5
101	3609	10
949	2145	9
713	5688	8
19416	8261	7
101	338	7
64	6278	10
95	6019	42
188	5003	20
2	7025	9
106	4722	45
979	6843	8
734	8488	6
101	8412	8
204	3337	12
2100	6328	11
3198	5910	12
101	624	27
6460	7072	38
118	31	5
348	9060	4
106	6856	15
9043	4944	19
95	5144	13
3923	2076	4
102	2137	1
101	8639	2
14598	9477	7
221	1623	27
16673	1881	6
134	7239	4
65	9746	10
950	9905	13
207	2544	20
165	2207	21
94	5016	21
95	27	17
20240	8003	12
1090	6434	11
276	4611	16
115	7262	9
12528	917	2
126	7656	21
188	8704	21
26761	3366	31
118	9489	14
753	8181	19
249	5767	55
107	3553	19
124	7682	5
208	9297	12
307	2136	3
115	7348	5
108	5990	2
117	670	3
202	2831	1
409	8438	3
265	1406	3
1109	7876	21
104	6292	3
1512	9154	15
109	8398	1
121	8205	10
971	2331	13
377	8334	32
4039	7942	3
105	6996	15
639	1297	2
377	5662	2
106	143	14
94	4625	19
766	7510	34
94	8723	20
1375	5693	14
64	7934	35
125	1510	30
109	1264	55
6633	618	10
109	1452	16
107	7438	17
101	1939	21
3968	2699	43
105	2654	17
103	8987	11
110	4291	21
105	8468	7
118	2987	66
105	6711	5
242	4833	3
105	3003	13
108	8813	7
612	3312	11
23282	5165	4
202	9232	50
105	7397	67
164	1841	7
108	8156	32
2235	9980	15
13064	3483	4
543	7524	14
150	586	2
102	5131	39
2037	6253	2
1058	4782	19
625	319	3
133	2125	16
2189	6996	18
108	5636	28
156	2365	44
118	9622	12
118	7861	14
20852	3998	1
102	2100	15
138	8466	40
109	3188	44
108	7809	19
105	4338	8
95	5051	1
128	5456	12
230	496	3
12	782	20
115	8087	13
107	2316	25
102	2960	5
102	8410	19
421	5740	5
101	2265	12
5179	4793	42
1376	8886	5
105	7779	52
27184	5512	35
94	931	34
102	6462	17
95	1927	48
385	2242	6
239	4427	14
118	9641	33
21987	6937	22
14	7722	21
128	7350	9
3253	2630	14
95	1854	11
656	6499	0
433	9287	25
4180	8554	16
3895	1740	82
389	9110	17
13991	2459	28
136	2885	16
102	7039	7
104	1043	4
4605	1320	56
710	7693	3
1405	3130	17
834	7552	7
456	7602	9
95	852	3
106	1856	24
105	2876	15
1129	149	55
274	5261	12
106	8421	9
123	5283	14
1883	3994	12
23857	7413	8
263	7740	8
337	3610	13
105	6742	10
11858	6670	22
420	8364	2
95	5083	26
8271	7145	21
2726	5145	77
101	637	14
111	4962	22
101	2396	11
219	9855	7
21034	2768	14
103	5135	58
16	5574	10
104	4052	12
102	1786	5
94	7554	42
103	9704	33
216	9807	57
101	1110	16
95	4962	33
101	4628	26
95	7006	21
11028	2838	12
108	3372	22
95	8600	11
409	6871	4
174	832	7
1520	1330	12
3545	9692	36
575	7620	6
94	6632	34
114	1342	29
735	3960	6
16	3279	13
3329	6996	21
883	9468	5
14211	753	1
101	1559	6
2145	4796	6
358	1969	20
737	9466	28
103	6531	55
102	1660	19
353	3080	6
10839	2579	46
101	5120	41
188	6751	41
324	1732	30
27967	1340	13
122	3266	13
648	3734	32
109	3690	12
1285	4841	14
1378	1916	3
107	7657	8
1479	7126	11
472	4738	11
403	5454	16
10436	5440	0
77	929	5
339	6604	44
108	1675	5
193	3264	41
307	1331	23
118	9186	36
6654	8876	14
102	8253	10
107	8865	22
541	6547	24
114	6811	6
126	6151	26
101	1233	18
144	7993	2
104	4656	1
94	314	0
118	4165	61
24544	8043	6
1413	9391	23
2748	8146	14
134	1632	30
3243	9080	14
111	2825	15
104	24	3
104	8598	12
168	8848	20
20712	6598	22
211	4082	4
218	4108	33
180	4376	17
117	6582	9
125	5481	7
106	8901	16
501	2648	1
1343	2123	15
910	7904	2
108	2375	10
822	1088	17
956	3354	25
182	7095	29
2299	5833	17
1675	2799	5
109	6923	14
16	8435	54
105	7741	22
3002	6192	3
123	8649	4
326	2786	1
94	9661	13
2530	6706	15
105	999	34
102	8991	22
2857	3670	19
1586	8665	4
24804	3677	14
2872	4409	11
6566	9189	14
101	3549	27
959	3083	8
249	7247	47
107	8332	26
783	5835	9
1296	1162	3
6245	1491	27
1460	4980	4
95	4912	2
95	700	10
317	9777	1
657	3846	3
138	2091	16
63	8702	2
119	825	4
127	2596	43
95	9468	7
66	896	8
102	4179	23
126	803	17
108	8798	43
17602	3108	30
65	4764	8
18822	6496	20
1195	2515	17
185	1867	10
10950	8982	32
137	8297	6
12072	56	2
101	1658	8
1993	8151	10
2349	9108	11
134	8495	3
64	2540	15
467	4832	33
105	8892	12
112	8550	21
8	6217	3
105	9049	16
13	3557	58
113	1272	21
140	5023	16
2255	5130	6
94	1858	41
102	3510	14
3523	4514	20
115	9166	35
112	7830	36
117	85	2
95	6295	17
13	435	6
103	4885	13
108	2347	16
95	1041	2
11431	9886	11
9130	7127	6
120	7759	13
1881	2614	12
105	3484	18
161	8370	11
20036	4688	6
5345	9829	14
111	4266	6
101	6936	19
603	6632	28
104	5809	17
94	7754	58
8712	3079	8
239	4472	34
8096	5987	11
11084	7610	0
103	316	27
143	2904	3
2046	7032	17
115	2685	12
125	9131	6
2250	4866	15
361	5848	3
135	2987	1
16028	6839	2
102	5914	23
112	3838	36
66	8841	5
294	3599	8
1202	1634	21
63	1849	13
23592	3787	13
103	4884	25
26370	9743	16
94	1567	26
26195	8146	5
103	893	13
105	7185	14
3247	6728	14
5691	3782	4
95	1842	10
203	8172	11
21194	3205	30
496	292	52
5958	1321	10
162	7513	19
101	8536	27
2595	4525	22
101	307	8
114	2270	10
3584	3734	6
101	5780	30
5268	9938	16
316	1599	0
235	2295	4
138	7784	14
375	765	8
108	5327	29
94	8508	29
9424	6858	16
1835	8544	9
904	5060	13
146	4837	10
219	900	11
19063	4909	11
1342	757	15
121	4053	6
118	937	17
133	9555	8
1081	9419	11
94	8813	16
10122	5282	3
4416	6366	11
101	7937	10
14120	5856	8
245	2210	2
103	4065	27
95	1123	7
702	7202	23
2642	3332	16
11028	6433	5
7769	5844	9
788	6679	2
2307	3906	10
8140	7897	22
95	5928	15
189	4185	6
108	4403	24
105	2306	9
130	4649	18
106	6173	17
1451	9155	46
101	7622	10
1918	6307	11
254	1780	22
110	6133	5
5695	9976	16
1042	9494	1
479	2034	5
20960	365	9
95	8869	28
144	2176	11
102	6885	11
2502	1561	9
1907	6999	26
198	8682	18
94	1194	31
11729	4738	7
105	9314	21
310	8728	17
95	9934	0
4676	1951	7
112	6074	11
126	4196	70
27131	1791	9
94	8938	18
7207	9798	3
263	2882	1
123	3121	17
134	6940	26
109	8944	7
539	4835	12
631	978	8
104	4206	28
329	2040	2
113	9767	23
116	4269	23
107	3486	3
106	8574	17
103	4613	22
2742	8632	13
113	735	84
110	8669	8
101	9721	45
136	4399	34
1257	3702	14
95	4931	19
103	5088	10
116	5319	31
149	316	6
104	2178	7
3715	7222	52
14	4961	39
116	8233	6
491	6833	5
5719	9274	4
2479	493	38
280	3354	12
9566	8987	7
103	3140	5
108	7515	29
8343	5691	5
118	2861	10
13	156	48
2765	9752	15
278	8656	2
320	3821	5
101	3945	10
7393	7306	11
66	5431	5
1591	101	19
2084	1569	6
1141	7933	0
250	8559	9
16349	7763	0
105	1742	6
654	6168	27
9732	2673	20
8	8536	6
17379	8124	28
102	7331	27
103	5371	41
6892	3601	4
168	1799	2
376	3936	9
104	9615	21
104	3781	3
130	6776	40
63	4287	41
134	4624	19
227	8543	3
22809	4341	6
25971	8471	34
106	4341	16
1712	5338	11
185	6547	4
122	3656	37
107	285	30
1593	7586	10
104	6092	4
782	2548	8
105	2099	32
121	1530	7
362	6031	10
352	1926	59
101	6757	6
106	8886	1
19950	863	13
110	6355	6
4872	4009	1
95	8329	4
132	356	1
6036	2605	8
63	4679	4
21823	9393	10
108	4283	10
2185	6790	31
3157	8423	8
105	5835	8
107	2114	32
103	6187	3
106	2875	23
106	2004	16
112	4028	28
105	7183	17
186	9143	10
2067	9133	15
19630	2593	1
106	7552	69
1962	5552	1
305	6582	54
101	6306	6
102	8392	13
1705	4862	6
110	1334	31
666	9061	25
2849	1810	6
18653	4337	9
95	6956	16
94	6435	28
1961	1623	3
