1471	154	3	6.82
291	197	6	10.84
103	1753	11	11.59
118	177	31	11.78
573	65	14	42.46
5848	109	3	6.78
664	64	10	7.94
106	750	24	23.21
118	116	264	140.27
183	104	125	45.51
2338	116	6	14.37
103	1618	12	9.78
123	461	9	9.77
109	5677	4	9.04
308	380	3	7.12
106	598	21	9.04
64	2113	6	11.53
2667	101	7	6.82
94	114	1424	432.22
4407	102	5	7.14
115	2416	5	8.7
112	1182	10	14.07
1723	66	4	7.86
134	3027	3	8.83
1368	161	3	7.87
94	183	141	14.49
233	208	4	7.64
2002	134	4	10.27
107	562	28	22.93
115	2552	5	8.7
94	224	97	9.21
184	1071	4	13.86
146	398	7	10.55
2583	285	3	17.87
139	1681	4	10.67
421	112	25	35.32
169	193	9	8.65
3471	103	6	9.41
129	814	7	12.9
5559	115	3	7.72
120	147	51	9.09
368	169	7	14.07
1056	198	4	15.2
222	115	29	11.17
152	120	88	90.81
141	1192	4	8.25
121	7178	3	14.15
186	234	7	14.08
121	1004	7	9.08
168	346	7	12.76
130	455	10	13.73
127	5905	3	17.61
105	425	30	6.83
112	6017	3	10.76
8	3361	3	13.44
2181	133	3	7.43
325	133	10	12.72
186	110	61	8.31
310	1832	4	25.72
134	125	135	245.92
164	3109	4	21.14
4497	105	5	8.52
765	213	3	11.65
105	527	22	7.72
227	4474	3	20.97
107	2743	7	9.32
886	117	9	13.4
132	831	6	10.11
103	2330	9	8.83
3430	119	4	12.35
1272	558	4	28.55
311	166	6	8.2
126	173	21	6.92
1755	106	11	11.39
2275	108	10	21.04
311	95	62	13.83
367	213	4	9.69
599	63	11	8.12
6847	110	3	7.46
229	152	12	14.84
63	5029	3	7.88
475	280	4	13.99
246	393	11	51.81
138	141	31	21.29
2820	135	3	7.93
155	110	248	511.97
108	125	270	29.98
130	1163	5	8.57
138	211	15	18.25
435	106	34	19.61
108	171	104	28.04
181	794	3	6.79
138	254	9	7.49
130	1334	4	6.95
13	3884	3	11.15
704	338	3	11.46
153	1654	3	8.72
127	2972	5	21.2
155	300	9	14.2
181	674	4	10.19
106	2018	8	6.93
66	419	9	7.68
110	5584	3	7.46
568	107	24	14.36
101	1799	12	11.69
3713	118	3	7.19
1106	732	3	18.89
5949	121	3	14.15
3357	104	6	7.93
238	1294	3	13.33
112	421	25	35.32
397	633	3	12.27
2579	179	4	20.54
102	153	189	26.58
1457	179	14	115.43
304	109	36	9.69
234	121	19	15.6
718	158	4	7.63
314	818	3	12.55
561	723	3	14.9
682	194	3	6.63
326	548	3	10.26
135	562	8	12
108	3079	7	14.73
63	454	13	6.71
128	702	6	6.72
380	1617	3	16.73
157	3222	3	12.78
63	397	16	12.07
109	4652	5	11.3
631	246	3	9.02
7	66	11	17.04
14	1789	4	11.31
103	807	19	8.05
1154	12	4	13
479	113	29	59.34
118	1117	6	6.72
1230	104	16	15
262	750	4	16.14
315	104	49	10.8
172	111	55	12.4
225	151	10	9.39
12	1464	3	9.42
616	222	3	7.16
192	341	12	44.08
5653	310	4	40.04
646	366	3	11.11
456	619	3	12.46
165	435	10	29.11
102	448	34	9.47
320	686	3	12.47
127	432	11	17.87
271	114	28	18.84
304	482	3	8.65
1205	121	6	7.19
159	109	245	554.18
105	5700	4	6.81
4418	64	4	15.87
112	121	196	11.71
1070	129	7	17.42
403	127	12	19.16
159	160	245	2288.39
367	505	4	17.78
123	3715	3	8.38
1382	135	5	11.27
109	6894	3	6.78
1932	141	3	8.32
157	1887	3	9.66
2765	13	3	9.99
1618	106	12	12.94
4771	105	4	6.81
117	152	66	43.62
870	808	3	17.85
3297	115	4	7.23
1796	94	12	6.89
470	1440	3	18.49
103	2586	8	7.49
103	4623	5	7.84
128	2551	4	10.77
117	249	25	25.86
105	1550	12	14.51
195	105	80	9.26
5191	106	4	7.47
1513	106	11	7.15
102	2754	8	11.43
1084	95	20	7.03
8	2343	4	16.72
2427	106	9	16.81
865	120	8	8.8
116	6995	3	12.51
116	993	8	7.64
108	371	32	9.92
115	1715	7	13.02
583	230	8	37.77
186	1245	3	9.33
330	411	3	8.47
245	1056	3	11.75
123	3005	4	12.57
133	690	6	9.68
1098	261	3	12.29
114	225	32	14.68
179	238	15	41.58
420	1289	3	16.9
668	157	4	7.53
635	1159	3	19.03
64	5556	3	7.69
5677	115	3	7.72
110	6847	3	7.46
103	3296	7	10.98
458	103	35	19.47
106	2337	8	6.93
287	132	10	8.78
909	2332	3	24.67
179	95	148	20.79
4685	117	3	14.03
4194	123	4	16.85
106	2269	10	18.68
223	625	3	8.49
115	1032	14	29.26
13	2858	4	14.87
379	223	9	40.02
168	105	126	29.79
105	117	475	17.99
236	141	10	9.37
186	484	5	12.57
108	1187	16	19.68
1142	105	19	25.57
130	150	34	14.93
3203	141	3	10.76
4175	122	4	14.76
300	1575	4	22.86
283	1950	3	17.2
264	125	16	17.14
679	155	4	6.9
102	4078	5	7.14
4635	105	5	8.52
1894	108	10	11.95
417	107	31	13.4
5112	118	3	9.19
802	156	5	12.61
103	1873	11	17.26
563	101	28	7.03
3858	102	6	8.57
63	1216	8	10.38
148	126	40	16.41
118	477	12	9.51
1689	2047	3	30.24
14	1098	6	15.63
163	716	5	13.3
183	412	4	6.67
104	2218	9	6.85
694	293	3	11.28
65	655	7	10.68
123	253	18	15.92
106	1003	15	7.49
169	2814	4	20.44
238	114	30	13.85
107	146	171	56.99
1630	101	12	11.69
1104	109	12	7.58
189	109	66	7.25
137	121	70	26.52
1248	139	6	17.07
538	751	3	14.79
4601	121	3	7.82
94	534	37	11.05
112	1487	6	7.07
107	259	42	8.98
105	5003	4	6.81
817	275	4	17.04
184	714	3	7.2
292	686	3	11.6
137	290	10	11.23
94	432	42	8.07
1192	191	3	9.67
115	580	14	14.79
3436	109	6	13.56
1055	113	8	6.8
307	836	3	12.72
170	118	40	16.04
121	102	566	48.93
105	734	17	9.25
1228	102	15	9.25
278	142	9	10.06
223	127	44	139.02
1713	111	8	12.4
7422	109	3	6.78
115	445	14	9.03
107	4611	4	8.27
105	682	20	8.17
252	439	4	13.15
1034	3919	3	29.79
112	3231	6	16.15
554	661	3	13.97
198	2159	4	22.57
2312	101	10	9.74
104	526	30	7.97
129	480	14	30.61
114	728	10	6.65
110	101	1964	76.12
157	113	71	30.55
5056	114	3	7.16
446	504	3	12.25
146	653	5	9.56
624	646	3	14.28
129	348	13	17.4
277	1059	5	27.14
118	2200	5	9.71
110	298	42	26.2
176	1622	3	11.91
221	299	4	6.74
189	600	4	9.51
591	267	3	8.6
102	1728	11	7.24
1093	123	6	10.07
3014	119	5	16.52
127	1749	6	18.06
771	193	3	7.11
1021	112	9	8.77
2454	133	3	9.14
3582	110	5	7.71
13	960	6	14.58
359	110	28	7.44
5173	115	3	7.72
428	125	11	14.35
