9052	1
8840	2
7274	3
7142	4
43	5
7094	6
6218	7
1291	8
9589	9
7910	10
7354	11
473	12
2991	13
9066	14
6732	15
5365	16
1982	17
100	18
1382	19
5450	20
4258	21
5321	22
8603	23
6379	24
4239	25
2390	26
8507	27
2052	28
7961	29
9190	30
4705	31
7309	32
7687	33
5049	34
843	35
1331	36
8163	37
988	38
5162	39
254	40
2512	41
4203	42
6707	43
5708	44
8744	45
2623	46
316	47
7278	48
1234	49
4266	50
2050	51
8825	52
3267	53
8060	54
3253	55
959	56
9192	57
7928	58
7713	59
776	60
5417	61
8111	62
4970	63
769	64
134	65
5332	66
8859	67
7542	68
9318	69
8198	70
5119	71
8348	72
5175	73
6321	74
6420	75
3186	76
4569	77
8911	78
4312	79
8515	80
2907	81
3217	82
4908	83
312	84
1751	85
888	86
2116	87
743	88
495	89
1219	90
2635	91
1988	92
3450	93
8768	94
5360	95
4565	96
7289	97
9439	98
9188	99
7564	100
2489	101
2173	102
5386	103
5590	104
9419	105
2764	106
5566	107
1093	108
6059	109
9619	110
719	111
3733	112
4087	113
3372	114
1378	115
2109	116
5912	117
8775	118
8367	119
5473	120
6335	121
7108	122
4373	123
8087	124
5432	125
7389	126
1315	127
3430	128
1567	129
9167	130
4405	131
780	132
6670	133
9552	134
7871	135
3912	136
9154	137
4859	138
5140	139
4978	140
7139	141
6801	142
9434	143
4516	144
5268	145
4821	146
8731	147
996	148
5968	149
7919	150
5475	151
1808	152
6908	153
6190	154
1661	155
9447	156
935	157
7800	158
4459	159
18	160
7098	161
9189	162
6213	163
6934	164
7401	165
9232	166
7986	167
3887	168
7270	169
3937	170
7055	171
8820	172
1095	173
5285	174
6537	175
1233	176
5659	177
7311	178
9442	179
7580	180
6734	181
7618	182
3867	183
9545	184
8326	185
5500	186
9246	187
9652	188
95	189
3854	190
8987	191
9229	192
8644	193
563	194
4348	195
7559	196
256	197
9512	198
6164	199
6569	200
2477	201
213	202
2285	203
8528	204
4244	205
6195	206
2355	207
8521	208
2233	209
4718	210
8279	211
211	212
4003	213
6241	214
6320	215
4298	216
7628	217
5403	218
5158	219
5487	220
4141	221
7948	222
6867	223
8047	224
3531	225
2118	226
5645	227
9001	228
2280	229
3672	230
7740	231
6897	232
6145	233
6841	234
7053	235
7386	236
165	237
2	238
5130	239
7215	240
1077	241
4842	242
2460	243
9663	244
6960	245
4082	246
8390	247
1245	248
9424	249
5443	250
8099	251
6434	252
7621	253
9097	254
1775	255
7524	256
4008	257
9425	258
1235	259
2323	260
7306	261
2342	262
3684	263
1895	264
5979	265
5944	266
9689	267
7045	268
4094	269
7950	270
6157	271
276	272
7527	273
7905	274
4021	275
4733	276
190	277
1989	278
3427	279
4791	280
8320	281
4401	282
9671	283
8165	284
4626	285
7837	286
4335	287
4995	288
2350	289
8543	290
7790	291
7259	292
8312	293
9114	294
